INDIC_SB,GEO,SIZEN,time,N_ENTERPRISE
V11110,FR,m_c10_f43,2010,8108.0
V11110,FR,m_c10_f43,2011,8457.0
V11110,FR,m_c10_f43,2012,8240.0
V11110,FR,m_c10_f43,2013,7929.0
V11110,FR,m_c10_f43,2014,7314.0
V11110,FR,m_c10_f43,2015,7291.0
V11110,FR,m_c10_f43,2016,7219.0
V11110,FR,m_c10_f43,2017,6098.0
V11110,FR,m_c10_f43,2018,4958.0
V11110,FR,m_c10_f43,2019,6729.0
V11110,HR,m_c10_f43,2008,1230.0
V11110,HR,m_c10_f43,2009,1146.0
V11110,HR,m_c10_f43,2010,1079.0
V11110,HR,m_c10_f43,2011,1046.0
V11110,HR,m_c10_f43,2012,1007.0
V11110,HR,m_c10_f43,2013,979.0
V11110,HR,m_c10_f43,2014,956.0
V11110,HR,m_c10_f43,2015,978.0
V11110,HR,m_c10_f43,2016,963.0
V11110,HR,m_c10_f43,2017,992.0
V11110,HR,m_c10_f43,2018,999.0
V11110,HR,m_c10_f43,2019,1001.0
V11110,HU,m_c10_f43,2005,2192.0
V11110,HU,m_c10_f43,2006,2171.0
V11110,HU,m_c10_f43,2007,2110.0
V11110,HU,m_c10_f43,2008,1971.0
V11110,HU,m_c10_f43,2009,2063.0
V11110,HU,m_c10_f43,2010,1804.0
V11110,HU,m_c10_f43,2011,1808.0
V11110,HU,m_c10_f43,2012,1902.0
V11110,HU,m_c10_f43,2013,1833.0
V11110,HU,m_c10_f43,2014,1849.0
V11110,HU,m_c10_f43,2015,1914.0
V11110,HU,m_c10_f43,2016,1926.0
V11110,HU,m_c10_f43,2017,1905.0
V11110,HU,m_c10_f43,2018,2110.0
V11110,HU,m_c10_f43,2019,1851.0
V11110,IE,m_c10_f43,2005,355.0
V11110,IE,m_c10_f43,2006,269.0
V11110,IE,m_c10_f43,2007,248.0
V11110,IE,m_c10_f43,2008,651.0
V11110,IE,m_c10_f43,2009,537.0
V11110,IE,m_c10_f43,2010,530.0
V11110,IE,m_c10_f43,2011,443.0
V11110,IE,m_c10_f43,2012,476.0
V11110,IE,m_c10_f43,2013,408.0
V11110,IE,m_c10_f43,2014,501.0
V11110,IE,m_c10_f43,2015,290.0
V11110,IE,m_c10_f43,2016,410.0
V11110,IE,m_c10_f43,2017,503.0
V11110,IE,m_c10_f43,2018,178.0
V11110,IE,m_c10_f43,2019,564.0
V11110,IS,m_c10_f43,2015,90.0
V11110,IS,m_c10_f43,2016,101.0
V11110,IS,m_c10_f43,2017,106.0
V11110,IS,m_c10_f43,2018,115.0
V11110,IS,m_c10_f43,2019,109.0
V11110,IT,m_c10_f43,2005,6236.0
V11110,IT,m_c10_f43,2006,6226.0
V11110,IT,m_c10_f43,2007,6337.0
V11110,IT,m_c10_f43,2008,11886.0
V11110,IT,m_c10_f43,2009,11348.0
V11110,IT,m_c10_f43,2010,10642.0
V11110,IT,m_c10_f43,2011,10745.0
V11110,IT,m_c10_f43,2012,10278.0
V11110,IT,m_c10_f43,2013,10235.0
V11110,IT,m_c10_f43,2014,9967.0
V11110,IT,m_c10_f43,2015,9788.0
V11110,IT,m_c10_f43,2016,10035.0
V11110,IT,m_c10_f43,2017,9947.0
V11110,IT,m_c10_f43,2018,10216.0
V11110,IT,m_c10_f43,2019,10272.0
V11110,LT,m_c10_f43,2005,1373.0
V11110,LT,m_c10_f43,2006,1485.0
V11110,LT,m_c10_f43,2007,1502.0
V11110,LT,m_c10_f43,2008,1411.0
V11110,LT,m_c10_f43,2009,1101.0
V11110,LT,m_c10_f43,2010,1034.0
V11110,LT,m_c10_f43,2011,1094.0
V11110,LT,m_c10_f43,2012,1096.0
V11110,LT,m_c10_f43,2013,1076.0
V11110,LT,m_c10_f43,2014,1095.0
V11110,LT,m_c10_f43,2015,1093.0
V11110,LT,m_c10_f43,2016,1087.0
V11110,LT,m_c10_f43,2017,1087.0
V11110,LT,m_c10_f43,2018,1062.0
V11110,LT,m_c10_f43,2019,1076.0
V11110,LU,m_c10_f43,2005,71.0
V11110,LU,m_c10_f43,2006,71.0
V11110,LU,m_c10_f43,2007,72.0
V11110,LU,m_c10_f43,2008,232.0
V11110,LU,m_c10_f43,2009,225.0
V11110,LU,m_c10_f43,2010,223.0
V11110,LU,m_c10_f43,2011,229.0
V11110,LU,m_c10_f43,2012,235.0
V11110,LU,m_c10_f43,2013,234.0
V11110,LU,m_c10_f43,2014,225.0
V11110,LU,m_c10_f43,2015,239.0
V11110,LU,m_c10_f43,2016,232.0
V11110,LU,m_c10_f43,2017,252.0
V11110,LU,m_c10_f43,2018,249.0
V11110,LU,m_c10_f43,2019,266.0
V11110,LV,m_c10_f43,2005,844.0
V11110,LV,m_c10_f43,2006,903.0
V11110,LV,m_c10_f43,2007,937.0
V11110,LV,m_c10_f43,2008,918.0
V11110,LV,m_c10_f43,2009,660.0
V11110,LV,m_c10_f43,2010,639.0
V11110,LV,m_c10_f43,2011,665.0
V11110,LV,m_c10_f43,2012,701.0
V11110,LV,m_c10_f43,2013,716.0
V11110,LV,m_c10_f43,2014,726.0
V11110,LV,m_c10_f43,2015,667.0
V11110,LV,m_c10_f43,2016,652.0
V11110,LV,m_c10_f43,2017,644.0
V11110,LV,m_c10_f43,2018,670.0
V11110,LV,m_c10_f43,2019,653.0
V11110,MK,m_c10_f43,2011,446.0
V11110,MK,m_c10_f43,2012,457.0
V11110,MK,m_c10_f43,2013,461.0
V11110,MK,m_c10_f43,2014,443.0
V11110,MK,m_c10_f43,2015,444.0
V11110,MK,m_c10_f43,2016,453.0
V11110,MK,m_c10_f43,2017,241.0
V11110,MK,m_c10_f43,2018,225.0
V11110,MK,m_c10_f43,2019,264.0
V11110,MT,m_c10_f43,2008,14.0
V11110,MT,m_c10_f43,2009,18.0
V11110,MT,m_c10_f43,2010,34.0
V11110,MT,m_c10_f43,2011,29.0
V11110,MT,m_c10_f43,2012,25.0
V11110,MT,m_c10_f43,2013,16.0
V11110,MT,m_c10_f43,2014,13.0
V11110,MT,m_c10_f43,2015,24.0
V11110,MT,m_c10_f43,2016,26.0
V11110,MT,m_c10_f43,2017,12.0
V11110,MT,m_c10_f43,2018,24.0
V11110,MT,m_c10_f43,2019,22.0
V11110,NL,m_c10_f43,2005,1749.0
V11110,NL,m_c10_f43,2006,1724.0
V11110,NL,m_c10_f43,2007,1714.0
V11110,NL,m_c10_f43,2008,2960.0
V11110,NL,m_c10_f43,2009,3294.0
V11110,NL,m_c10_f43,2010,3046.0
V11110,NL,m_c10_f43,2011,2981.0
V11110,NL,m_c10_f43,2012,2900.0
V11110,NL,m_c10_f43,2013,2847.0
V11110,NL,m_c10_f43,2014,2707.0
V11110,NL,m_c10_f43,2015,2707.0
V11110,NL,m_c10_f43,2016,2735.0
V11110,NL,m_c10_f43,2017,2770.0
V11110,NL,m_c10_f43,2018,2848.0
V11110,NL,m_c10_f43,2019,2904.0
V11110,NO,m_c10_f43,2005,258.0
V11110,NO,m_c10_f43,2006,264.0
V11110,NO,m_c10_f43,2007,972.0
V11110,NO,m_c10_f43,2008,1111.0
V11110,NO,m_c10_f43,2009,1050.0
V11110,NO,m_c10_f43,2010,1041.0
V11110,NO,m_c10_f43,2011,1042.0
V11110,NO,m_c10_f43,2012,1096.0
V11110,NO,m_c10_f43,2013,1118.0
V11110,NO,m_c10_f43,2014,1134.0
V11110,NO,m_c10_f43,2015,1148.0
V11110,NO,m_c10_f43,2016,1133.0
V11110,NO,m_c10_f43,2017,1181.0
V11110,NO,m_c10_f43,2018,1169.0
V11110,NO,m_c10_f43,2019,1286.0
V11110,PL,m_c10_f43,2005,8324.0
V11110,PL,m_c10_f43,2006,8614.0
V11110,PL,m_c10_f43,2007,8923.0
V11110,PL,m_c10_f43,2008,9061.0
V11110,PL,m_c10_f43,2009,8939.0
V11110,PL,m_c10_f43,2010,8835.0
V11110,PL,m_c10_f43,2011,8779.0
V11110,PL,m_c10_f43,2012,8550.0
V11110,PL,m_c10_f43,2013,8234.0
V11110,PL,m_c10_f43,2014,8213.0
V11110,PL,m_c10_f43,2015,8265.0
V11110,PL,m_c10_f43,2016,8370.0
V11110,PL,m_c10_f43,2017,8386.0
V11110,PL,m_c10_f43,2018,8280.0
V11110,PL,m_c10_f43,2019,7896.0
V11110,PT,m_c10_f43,2005,3354.0
V11110,PT,m_c10_f43,2006,3345.0
V11110,PT,m_c10_f43,2007,3407.0
V11110,PT,m_c10_f43,2008,3332.0
V11110,PT,m_c10_f43,2009,3072.0
V11110,PT,m_c10_f43,2010,2932.0
V11110,PT,m_c10_f43,2011,2870.0
V11110,PT,m_c10_f43,2012,2643.0
V11110,PT,m_c10_f43,2013,2565.0
V11110,PT,m_c10_f43,2014,2606.0
V11110,PT,m_c10_f43,2015,2644.0
V11110,PT,m_c10_f43,2016,2727.0
V11110,PT,m_c10_f43,2017,2849.0
V11110,PT,m_c10_f43,2018,2944.0
V11110,PT,m_c10_f43,2019,3028.0
V11110,RO,m_c10_f43,2005,5674.0
V11110,RO,m_c10_f43,2006,5732.0
V11110,RO,m_c10_f43,2007,5799.0
V11110,RO,m_c10_f43,2008,5649.0
V11110,RO,m_c10_f43,2009,4662.0
V11110,RO,m_c10_f43,2010,4226.0
V11110,RO,m_c10_f43,2011,4606.0
V11110,RO,m_c10_f43,2012,4489.0
V11110,RO,m_c10_f43,2013,4379.0
V11110,RO,m_c10_f43,2014,4300.0
V11110,RO,m_c10_f43,2015,4363.0
V11110,RO,m_c10_f43,2016,4315.0
V11110,RO,m_c10_f43,2017,4113.0
V11110,RO,m_c10_f43,2018,3962.0
V11110,RO,m_c10_f43,2019,3853.0
V11110,RS,m_c10_f43,2016,1070.0
V11110,RS,m_c10_f43,2017,1143.0
V11110,RS,m_c10_f43,2018,1214.0
V11110,RS,m_c10_f43,2019,1245.0
V11110,SE,m_c10_f43,2005,801.0
V11110,SE,m_c10_f43,2006,1225.0
V11110,SE,m_c10_f43,2007,1248.0
V11110,SE,m_c10_f43,2008,1958.0
V11110,SE,m_c10_f43,2009,1946.0
V11110,SE,m_c10_f43,2010,1918.0
V11110,SE,m_c10_f43,2011,1957.0
V11110,SE,m_c10_f43,2012,1922.0
V11110,SE,m_c10_f43,2013,1909.0
V11110,SE,m_c10_f43,2014,1926.0
V11110,SE,m_c10_f43,2015,1936.0
V11110,SE,m_c10_f43,2016,1993.0
V11110,SE,m_c10_f43,2017,2038.0
V11110,SE,m_c10_f43,2018,2074.0
V11110,SE,m_c10_f43,2019,2071.0
V11110,SI,m_c10_f43,2005,739.0
V11110,SI,m_c10_f43,2006,780.0
V11110,SI,m_c10_f43,2007,800.0
V11110,SI,m_c10_f43,2008,829.0
V11110,SI,m_c10_f43,2009,771.0
V11110,SI,m_c10_f43,2010,730.0
V11110,SI,m_c10_f43,2011,696.0
V11110,SI,m_c10_f43,2012,657.0
V11110,SI,m_c10_f43,2013,642.0
V11110,SI,m_c10_f43,2014,625.0
V11110,SI,m_c10_f43,2015,642.0
V11110,SI,m_c10_f43,2016,640.0
V11110,SI,m_c10_f43,2017,663.0
V11110,SI,m_c10_f43,2018,675.0
V11110,SI,m_c10_f43,2019,696.0
V11110,SK,m_c10_f43,2005,542.0
V11110,SK,m_c10_f43,2006,633.0
V11110,SK,m_c10_f43,2007,631.0
V11110,SK,m_c10_f43,2008,1384.0
V11110,SK,m_c10_f43,2009,1268.0
V11110,SK,m_c10_f43,2010,1238.0
V11110,SK,m_c10_f43,2011,1218.0
V11110,SK,m_c10_f43,2012,1173.0
V11110,SK,m_c10_f43,2013,1158.0
V11110,SK,m_c10_f43,2014,1121.0
V11110,SK,m_c10_f43,2015,1225.0
V11110,SK,m_c10_f43,2016,1168.0
V11110,SK,m_c10_f43,2017,1153.0
V11110,SK,m_c10_f43,2018,1144.0
V11110,SK,m_c10_f43,2019,1049.0
V11110,UK,m_c10_f43,2005,4728.0
V11110,UK,m_c10_f43,2006,5830.0
V11110,UK,m_c10_f43,2007,5258.0
V11110,UK,m_c10_f43,2008,9543.0
V11110,UK,m_c10_f43,2009,9195.0
V11110,UK,m_c10_f43,2010,8573.0
V11110,UK,m_c10_f43,2011,8345.0
V11110,UK,m_c10_f43,2012,8352.0
V11110,UK,m_c10_f43,2013,8285.0
V11110,UK,m_c10_f43,2014,8245.0
V11110,UK,m_c10_f43,2015,8440.0
V11110,UK,m_c10_f43,2016,8253.0
V11110,UK,m_c10_f43,2017,8383.0
V11110,UK,m_c10_f43,2018,8577.0
V11110,AT,s_c10_f43,2005,6275.0
V11110,AT,s_c10_f43,2006,6201.0
V11110,AT,s_c10_f43,2007,6390.0
V11110,AT,s_c10_f43,2008,6519.0
V11110,AT,s_c10_f43,2009,6536.0
V11110,AT,s_c10_f43,2010,6549.0
V11110,AT,s_c10_f43,2011,6612.0
V11110,AT,s_c10_f43,2012,6640.0
V11110,AT,s_c10_f43,2013,6576.0
V11110,AT,s_c10_f43,2014,6629.0
V11110,AT,s_c10_f43,2015,6581.0
V11110,AT,s_c10_f43,2016,6569.0
V11110,AT,s_c10_f43,2017,6530.0
V11110,AT,s_c10_f43,2018,6454.0
V11110,AT,s_c10_f43,2019,6533.0
V11110,BA,s_c10_f43,2011,508.0
V11110,BA,s_c10_f43,2012,620.0
V11110,BA,s_c10_f43,2013,763.0
V11110,BA,s_c10_f43,2014,862.0
V11110,BA,s_c10_f43,2015,728.0
V11110,BA,s_c10_f43,2016,785.0
V11110,BA,s_c10_f43,2017,1126.0
V11110,BA,s_c10_f43,2018,1061.0
V11110,BA,s_c10_f43,2019,1124.0
V11110,BE,s_c10_f43,2005,1192.0
V11110,BE,s_c10_f43,2006,1876.0
V11110,BE,s_c10_f43,2007,746.0
V11110,BE,s_c10_f43,2008,4805.0
V11110,BE,s_c10_f43,2009,5655.0
V11110,BE,s_c10_f43,2010,5479.0
V11110,BE,s_c10_f43,2011,5584.0
V11110,BE,s_c10_f43,2012,5316.0
V11110,BE,s_c10_f43,2013,5370.0
V11110,BE,s_c10_f43,2014,5104.0
V11110,BE,s_c10_f43,2015,4767.0
V11110,BE,s_c10_f43,2016,4857.0
V11110,BE,s_c10_f43,2017,4913.0
V11110,BE,s_c10_f43,2018,4523.0
V11110,BE,s_c10_f43,2019,4577.0
V11110,BG,s_c10_f43,2005,4855.0
V11110,BG,s_c10_f43,2006,5135.0
V11110,BG,s_c10_f43,2007,5439.0
V11110,BG,s_c10_f43,2008,5967.0
V11110,BG,s_c10_f43,2009,5721.0
V11110,BG,s_c10_f43,2010,3224.0
V11110,BG,s_c10_f43,2011,4734.0
V11110,BG,s_c10_f43,2012,4559.0
V11110,BG,s_c10_f43,2013,4501.0
V11110,BG,s_c10_f43,2014,4429.0
V11110,BG,s_c10_f43,2015,4428.0
V11110,BG,s_c10_f43,2016,4557.0
V11110,BG,s_c10_f43,2017,4668.0
V11110,BG,s_c10_f43,2018,4562.0
V11110,BG,s_c10_f43,2019,4705.0
V11110,CH,s_c10_f43,2009,8267.0
V11110,CH,s_c10_f43,2010,8211.0
V11110,CH,s_c10_f43,2011,8114.0
V11110,CH,s_c10_f43,2012,7975.0
V11110,CH,s_c10_f43,2013,8839.0
V11110,CH,s_c10_f43,2014,8917.0
V11110,CH,s_c10_f43,2015,8861.0
V11110,CH,s_c10_f43,2016,8758.0
V11110,CH,s_c10_f43,2017,8790.0
V11110,CH,s_c10_f43,2018,8661.0
V11110,CH,s_c10_f43,2019,8723.0
V11110,CY,s_c10_f43,2005,193.0
V11110,CY,s_c10_f43,2006,251.0
V11110,CY,s_c10_f43,2007,343.0
V11110,CY,s_c10_f43,2008,742.0
V11110,CY,s_c10_f43,2009,798.0
V11110,CY,s_c10_f43,2010,725.0
V11110,CY,s_c10_f43,2011,671.0
V11110,CY,s_c10_f43,2012,587.0
V11110,CY,s_c10_f43,2013,358.0
V11110,CY,s_c10_f43,2014,479.0
V11110,CY,s_c10_f43,2015,403.0
V11110,CY,s_c10_f43,2016,504.0
V11110,CY,s_c10_f43,2017,591.0
V11110,CY,s_c10_f43,2018,664.0
V11110,CY,s_c10_f43,2019,686.0
V11110,CZ,s_c10_f43,2005,8606.0
V11110,CZ,s_c10_f43,2006,8619.0
V11110,CZ,s_c10_f43,2007,8715.0
V11110,CZ,s_c10_f43,2008,8949.0
V11110,CZ,s_c10_f43,2009,9040.0
V11110,CZ,s_c10_f43,2010,8379.0
V11110,CZ,s_c10_f43,2011,8166.0
V11110,CZ,s_c10_f43,2012,7861.0
V11110,CZ,s_c10_f43,2013,7592.0
V11110,CZ,s_c10_f43,2014,7420.0
V11110,CZ,s_c10_f43,2015,7515.0
V11110,CZ,s_c10_f43,2016,7439.0
V11110,CZ,s_c10_f43,2017,7468.0
V11110,CZ,s_c10_f43,2018,7515.0
V11110,CZ,s_c10_f43,2019,7465.0
V11110,DE,s_c10_f43,2005,33230.0
V11110,DE,s_c10_f43,2006,22139.0
V11110,DE,s_c10_f43,2007,30665.0
V11110,DE,s_c10_f43,2008,64555.0
V11110,DE,s_c10_f43,2009,61548.0
V11110,DE,s_c10_f43,2010,70305.0
V11110,DE,s_c10_f43,2011,76944.0
V11110,DE,s_c10_f43,2012,75557.0
V11110,DE,s_c10_f43,2013,78820.0
V11110,DE,s_c10_f43,2014,79434.0
V11110,DE,s_c10_f43,2015,77040.0
V11110,DE,s_c10_f43,2016,79267.0
V11110,DE,s_c10_f43,2017,75707.0
V11110,DE,s_c10_f43,2018,77997.0
V11110,DE,s_c10_f43,2019,82597.0
V11110,DK,s_c10_f43,2005,1564.0
V11110,DK,s_c10_f43,2006,1551.0
V11110,DK,s_c10_f43,2007,1419.0
V11110,DK,s_c10_f43,2008,4453.0
V11110,DK,s_c10_f43,2009,3764.0
V11110,DK,s_c10_f43,2010,3462.0
V11110,DK,s_c10_f43,2011,3902.0
V11110,DK,s_c10_f43,2012,3836.0
V11110,DK,s_c10_f43,2013,3799.0
V11110,DK,s_c10_f43,2014,3830.0
V11110,DK,s_c10_f43,2015,3826.0
V11110,DK,s_c10_f43,2016,3455.0
V11110,DK,s_c10_f43,2017,3439.0
V11110,DK,s_c10_f43,2018,3551.0
V11110,DK,s_c10_f43,2019,3438.0
V11110,EE,s_c10_f43,2005,1262.0
V11110,EE,s_c10_f43,2006,1411.0
V11110,EE,s_c10_f43,2007,1575.0
V11110,EE,s_c10_f43,2008,1527.0
V11110,EE,s_c10_f43,2009,1245.0
V11110,EE,s_c10_f43,2010,1018.0
V11110,EE,s_c10_f43,2011,1098.0
V11110,EE,s_c10_f43,2012,1149.0
V11110,EE,s_c10_f43,2013,1195.0
V11110,EE,s_c10_f43,2014,1153.0
V11110,EE,s_c10_f43,2015,1309.0
V11110,EE,s_c10_f43,2016,1317.0
V11110,EE,s_c10_f43,2017,1357.0
V11110,EE,s_c10_f43,2018,1356.0
V11110,EE,s_c10_f43,2019,1486.0
V11110,EL,s_c10_f43,2008,1499.0
V11110,EL,s_c10_f43,2009,3332.0
V11110,EL,s_c10_f43,2010,2831.0
V11110,EL,s_c10_f43,2011,3050.0
V11110,EL,s_c10_f43,2012,3145.0
V11110,EL,s_c10_f43,2013,2380.0
V11110,EL,s_c10_f43,2014,3616.0
V11110,EL,s_c10_f43,2015,3270.0
V11110,EL,s_c10_f43,2016,3145.0
V11110,EL,s_c10_f43,2017,3401.0
V11110,EL,s_c10_f43,2018,3945.0
V11110,EL,s_c10_f43,2019,3920.0
V11110,ES,s_c10_f43,2005,20207.0
V11110,ES,s_c10_f43,2006,17716.0
V11110,ES,s_c10_f43,2007,16733.0
V11110,ES,s_c10_f43,2008,21700.0
V11110,ES,s_c10_f43,2009,18100.0
V11110,ES,s_c10_f43,2010,33379.0
V11110,ES,s_c10_f43,2011,28809.0
V11110,ES,s_c10_f43,2012,23846.0
V11110,ES,s_c10_f43,2013,22077.0
V11110,ES,s_c10_f43,2014,19780.0
V11110,ES,s_c10_f43,2015,20972.0
V11110,ES,s_c10_f43,2016,22801.0
V11110,ES,s_c10_f43,2017,24262.0
V11110,ES,s_c10_f43,2018,25694.0
V11110,ES,s_c10_f43,2019,26761.0
V11110,EU27_2007,s_c10_f43,2005,157039.0
V11110,EU27_2007,s_c10_f43,2006,153074.0
V11110,EU27_2007,s_c10_f43,2007,162318.0
V11110,EU27_2007,s_c10_f43,2008,175940.0
V11110,EU27_2007,s_c10_f43,2009,167813.0
V11110,EU27_2007,s_c10_f43,2010,310867.43
V11110,EU27_2020,s_c10_f43,2011,265832.0
V11110,EU27_2020,s_c10_f43,2012,275160.0
V11110,EU27_2020,s_c10_f43,2013,269527.0
V11110,EU27_2020,s_c10_f43,2014,273041.0
V11110,EU27_2020,s_c10_f43,2015,276167.0
V11110,EU27_2020,s_c10_f43,2016,281422.0
V11110,EU27_2020,s_c10_f43,2017,260904.0
V11110,EU27_2020,s_c10_f43,2018,283754.0
V11110,EU27_2020,s_c10_f43,2019,306035.0
V11110,EU28,s_c10_f43,2011,291045.0
V11110,EU28,s_c10_f43,2012,310132.0
V11110,EU28,s_c10_f43,2013,310948.0
V11110,EU28,s_c10_f43,2014,299848.0
V11110,EU28,s_c10_f43,2015,305401.0
V11110,EU28,s_c10_f43,2016,310699.0
V11110,EU28,s_c10_f43,2017,299265.0
V11110,EU28,s_c10_f43,2018,313239.0
V11110,EU_V,s_c10_f43,2008,256461.0
V11110,FI,s_c10_f43,2005,1150.0
V11110,FI,s_c10_f43,2006,2919.0
V11110,FI,s_c10_f43,2007,3578.0
V11110,FI,s_c10_f43,2008,3709.0
V11110,FI,s_c10_f43,2009,3602.0
V11110,FI,s_c10_f43,2010,3579.0
V11110,FI,s_c10_f43,2011,3669.0
V11110,FI,s_c10_f43,2012,3708.0
V11110,FI,s_c10_f43,2013,3140.0
V11110,FI,s_c10_f43,2014,3886.0
V11110,FI,s_c10_f43,2015,3863.0
V11110,FI,s_c10_f43,2016,3870.0
V11110,FI,s_c10_f43,2017,3938.0
V11110,FI,s_c10_f43,2018,3981.0
V11110,FI,s_c10_f43,2019,3998.0
V11110,FR,s_c10_f43,2005,13666.0
V11110,FR,s_c10_f43,2006,14206.0
V11110,FR,s_c10_f43,2007,13953.0
V11110,FR,s_c10_f43,2009,29803.0
V11110,FR,s_c10_f43,2010,26984.0
V11110,FR,s_c10_f43,2011,29708.0
V11110,FR,s_c10_f43,2012,29259.0
V11110,FR,s_c10_f43,2013,27606.0
V11110,FR,s_c10_f43,2014,26974.0
V11110,FR,s_c10_f43,2015,26659.0
V11110,FR,s_c10_f43,2016,27743.0
V11110,FR,s_c10_f43,2017,24258.0
V11110,FR,s_c10_f43,2018,20731.0
V11110,FR,s_c10_f43,2019,30225.0
V11110,HR,s_c10_f43,2008,3400.0
V11110,HR,s_c10_f43,2009,3319.0
V11110,HR,s_c10_f43,2010,2997.0
V11110,HR,s_c10_f43,2011,2728.0
V11110,HR,s_c10_f43,2012,2669.0
V11110,HR,s_c10_f43,2013,2588.0
V11110,HR,s_c10_f43,2014,2497.0
V11110,HR,s_c10_f43,2015,2644.0
V11110,HR,s_c10_f43,2016,2699.0
V11110,HR,s_c10_f43,2017,2807.0
V11110,HR,s_c10_f43,2018,2849.0
V11110,HR,s_c10_f43,2019,3123.0
V11110,HU,s_c10_f43,2005,5853.0
V11110,HU,s_c10_f43,2006,6059.0
V11110,HU,s_c10_f43,2007,5924.0
V11110,HU,s_c10_f43,2008,6527.0
V11110,HU,s_c10_f43,2009,5718.0
V11110,HU,s_c10_f43,2010,5633.0
V11110,HU,s_c10_f43,2011,5601.0
V11110,HU,s_c10_f43,2012,5441.0
V11110,HU,s_c10_f43,2013,5305.0
V11110,HU,s_c10_f43,2014,5560.0
V11110,HU,s_c10_f43,2015,5802.0
V11110,HU,s_c10_f43,2016,5930.0
V11110,HU,s_c10_f43,2017,6039.0
V11110,HU,s_c10_f43,2018,6069.0
V11110,HU,s_c10_f43,2019,6215.0
V11110,IE,s_c10_f43,2005,229.0
V11110,IE,s_c10_f43,2006,394.0
V11110,IE,s_c10_f43,2007,417.0
V11110,IE,s_c10_f43,2008,2891.0
V11110,IE,s_c10_f43,2009,2091.0
V11110,IE,s_c10_f43,2010,1452.0
V11110,IE,s_c10_f43,2011,1438.0
V11110,IE,s_c10_f43,2012,1330.0
V11110,IE,s_c10_f43,2013,1467.0
V11110,IE,s_c10_f43,2014,1526.0
V11110,IE,s_c10_f43,2015,1504.0
V11110,IE,s_c10_f43,2016,1585.0
V11110,IE,s_c10_f43,2017,1750.0
V11110,IE,s_c10_f43,2018,1250.0
V11110,IE,s_c10_f43,2019,1733.0
V11110,IS,s_c10_f43,2015,263.0
V11110,IS,s_c10_f43,2016,284.0
V11110,IS,s_c10_f43,2017,298.0
V11110,IS,s_c10_f43,2018,309.0
V11110,IS,s_c10_f43,2019,290.0
V11110,IT,s_c10_f43,2005,34701.0
V11110,IT,s_c10_f43,2006,36373.0
V11110,IT,s_c10_f43,2007,36430.0
V11110,IT,s_c10_f43,2008,77274.0
V11110,IT,s_c10_f43,2009,71235.0
V11110,IT,s_c10_f43,2010,67870.0
V11110,IT,s_c10_f43,2011,63910.0
V11110,IT,s_c10_f43,2012,60303.0
V11110,IT,s_c10_f43,2013,57000.0
V11110,IT,s_c10_f43,2014,54750.0
V11110,IT,s_c10_f43,2015,54225.0
V11110,IT,s_c10_f43,2016,55230.0
V11110,IT,s_c10_f43,2017,54022.0
V11110,IT,s_c10_f43,2018,54333.0
V11110,IT,s_c10_f43,2019,54242.0
V11110,LT,s_c10_f43,2005,2114.0
V11110,LT,s_c10_f43,2006,2251.0
V11110,LT,s_c10_f43,2007,2416.0
V11110,LT,s_c10_f43,2008,2489.0
V11110,LT,s_c10_f43,2009,2127.0
V11110,LT,s_c10_f43,2010,1888.0
V11110,LT,s_c10_f43,2011,1952.0
V11110,LT,s_c10_f43,2012,2047.0
V11110,LT,s_c10_f43,2013,2170.0
V11110,LT,s_c10_f43,2014,2264.0
V11110,LT,s_c10_f43,2015,2352.0
V11110,LT,s_c10_f43,2016,2301.0
V11110,LT,s_c10_f43,2017,2315.0
V11110,LT,s_c10_f43,2018,2289.0
V11110,LT,s_c10_f43,2019,2356.0
V11110,LU,s_c10_f43,2005,91.0
V11110,LU,s_c10_f43,2006,105.0
V11110,LU,s_c10_f43,2007,106.0
V11110,LU,s_c10_f43,2008,574.0
V11110,LU,s_c10_f43,2009,595.0
V11110,LU,s_c10_f43,2010,578.0
V11110,LU,s_c10_f43,2011,558.0
V11110,LU,s_c10_f43,2012,565.0
V11110,LU,s_c10_f43,2013,579.0
V11110,LU,s_c10_f43,2014,562.0
V11110,LU,s_c10_f43,2015,582.0
V11110,LU,s_c10_f43,2016,581.0
V11110,LU,s_c10_f43,2017,568.0
V11110,LU,s_c10_f43,2018,586.0
V11110,LU,s_c10_f43,2019,596.0
V11110,LV,s_c10_f43,2005,1679.0
V11110,LV,s_c10_f43,2006,1847.0
V11110,LV,s_c10_f43,2007,1830.0
V11110,LV,s_c10_f43,2008,1947.0
V11110,LV,s_c10_f43,2009,1380.0
V11110,LV,s_c10_f43,2010,1414.0
V11110,LV,s_c10_f43,2011,1424.0
V11110,LV,s_c10_f43,2012,1428.0
V11110,LV,s_c10_f43,2013,1526.0
V11110,LV,s_c10_f43,2014,1525.0
V11110,LV,s_c10_f43,2015,1557.0
V11110,LV,s_c10_f43,2016,1435.0
V11110,LV,s_c10_f43,2017,1562.0
V11110,LV,s_c10_f43,2018,1652.0
V11110,LV,s_c10_f43,2019,1564.0
V11110,MK,s_c10_f43,2011,934.0
V11110,MK,s_c10_f43,2012,963.0
V11110,MK,s_c10_f43,2013,966.0
V11110,MK,s_c10_f43,2014,919.0
V11110,MK,s_c10_f43,2015,978.0
V11110,MK,s_c10_f43,2016,919.0
V11110,MK,s_c10_f43,2017,848.0
